Title,Oscar Status,Globes Status,Decade Released,Runtime (minutes),Box Office,Genre,Sub-Genre,Studio,Rotten Tomatoes (out of 100),IMDb (out of 100),Metacritic (out of 100),Director,Starring,Release Date,Budget,Domestic Gross,Worldwide Gross,Total Gross,Net Gross,remake,Cast Strength,Director Strength,Total Status,total score
Lincoln,1,1,2010-2019,149,275293450,Drama,Political,"DreamWorks Pictures, Amblin",89,730,86,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones, Lee Pace",11/9/2012,650000000,1822079730,2733462810,4555542540,3905542540,0,9,5,2,248
Fences,1,0,2010-2019,139,64414761,Drama,Melodrama,"Paramount Pictures, BRON",92,720,79,Denzel Washington,"Denzel Washington, Viola Davis, Stephen Henderson, Jovan Adepo, Russell Hornsby, Mykelti Williamson, Saniyya Sidney, Lesley Boone",12/16/2016,240000000,576829040,642828810,1219657850,979657850,0,9,0,1,243
Showtime,0,0,2000-2009,95,77741732,Comedy,Action Comedy,Warner Bros,25,550,32,Tom Dey,"Robert De Niro, Rachael Harris, Eddie Murphy, William Shatner, Alex Borstein, Rene Russo, Drena De Niro, Joy Bryant",3/15/2002,850000000,379487650,789487650,1168975300,318975300,0,8,0,0,112
Fantastic Mr. Fox,1,0,2000-2009,87,46471023,Animation,Dark Comedy,20th Century Studios,92,790,83,Wes Anderson,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Willem Dafoe, Owen Wilson, Wallace Wolodarsky, Eric Chase Anderson",10/23/2009,400000000,210029190,461875110,671904300,271904300,0,8,0,1,254
The Hunger Games: Mockingjay - Part 1,0,0,2010-2019,123,752100229,Sci-Fi,"Dystopian, Young Adult, Sequel",Lionsgate,69,660,64,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Julianne Moore, Philip Seymour Hoffman, Jeffrey Wright",11/19/2014,1250000000,3371358850,7665751310,11037110160,9787110160,0,8,0,0,199
Mother!,0,0,2010-2019,121,44516999,Horror,Mystery & Suspense,Paramount Pictures,69,660,75,Darren Aronofsky,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer, Brian Gleeson, Domhnall Gleeson, Jovan Adepo, Patricia Summersett",9/15/2017,300000000,178000040,445169990,623170030,323170030,0,8,1,0,210
Saving Mr. Banks,0,0,2010-2019,125,112544580,Dramedy,BioPic & True Story,Disney,79,750,65,John Lee Hancock,"Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Ruth Wilson, Jason Schwartzman, Bradley Whitford, Annie Rose Buckley",11/29/2013,350000000,832997610,1149625250,1982622860,1632622860,0,8,0,0,219
"Hail, Caesar!",0,0,2010-2019,106,63647656,Dramedy,Parody & Satire/Spoof,"Universal Pictures, Working Title",85,630,72,Coen Brothers,"Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes, Scarlett Johansson, Tilda Swinton, Channing Tatum, Frances McDormand",2/5/2016,220000000,300802250,642201960,943004210,723004210,0,8,0,0,220
"Roman J. Israel, Esq.",0,0,2010-2019,129,11942780,Drama,Courtroom & Legal,"Sony Pictures, BRON",54,650,58,Dan Gilroy,"Denzel Washington, Colin Farrell, Carmen Ejogo, Lynda Gravatt, Amanda Warren, Hugo Armstrong, Sam Gilroy, Tony Plana",11/17/2017,220000000,119627120,129670120,249297240,29297240,0,8,0,0,177
Killer Elite,0,0,2010-2019,116,57777106,"Action, Thriller",Action Thriller,Open Road Films,27,640,44,Gary McKendry,"Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell, Aden Young, Yvonne Strahovski, Ben Mendelsohn, Adewale Akinnuoye-Agbaje",9/23/2011,700000000,251249860,654090460,905340320,205340320,0,8,0,0,135
Analyze This,0,0,1990-1999,103,176885658,Crime,Dark Comedy,Warner Bros,69,670,61,Harold Ramis,"Robert De Niro, Billy Crystal, Lisa Kudrow, Chazz Palminteri, Joe Viterelli, Molly Shannon, Kresh Novakovic, Bart Tangredi",3/5/1999,300000000,1068856580,1768856580,2837713160,2537713160,0,8,0,0,197
Ad Astra,0,0,2010-2019,123,132807427,Sci-Fi,Space,20th Century Studios,84,660,80,James Gray,"Brad Pitt, Tommy Lee Jones, Ruth Negga, John Ortiz, Liv Tyler, Donald Sutherland, Greg Bryk, Loren Dean",9/19/2019,800000000,501883700,1354062800,1855946500,1055946500,0,8,0,0,230
Stardust,0,0,2000-2009,127,135560026,Fantasy,Witches & Wizards,Paramount Pictures,76,760,66,Matthew Vaughn,"Claire Danes, Charlie Cox, Michelle Pfeiffer, Robert De Niro, Sienna Miller, Ricky Gervais, Jason Flemyng, Mark Strong",8/10/2007,700000000,386349380,1370222450,1756571830,1056571830,0,8,0,0,218
The Adventures of Rocky and Bullwinkle,0,0,2000-2009,88,35134820,Animation,Kids & Family,Universal Pictures,43,420,36,Des McAnuff,"Rene Russo, Jason Alexander, Piper Perabo, Randy Quaid, Robert De Niro, Jonathan Winters, June Foray, Keith Scott",6/30/2000,760000000,260006100,351296100,611302200,-148697800,0,8,0,0,121
The Da Vinci Code,0,0,2000-2009,149,767820459,Mystery,Mystery & Suspense,"Sony Pictures, Imagine Entertainment",26,660,46,Ron Howard,"Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno, Paul Bettany, Alfred Molina, Jürgen Prochnow, Jean-Yves Berteloot",5/19/2006,1250000000,2175361380,7678204590,9853565970,8603565970,0,8,2,0,138
About Schmidt,0,1,2000-2009,125,105834556,Dramedy,Dark Comedy,New Line Cinema,85,710,85,Alexander Payne,"Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney, June Squibb, Howard Hesseman, Connie Ray, Harry Groener",12/13/2002,300000000,650052170,1070544840,1720597010,1420597010,0,8,0,1,241
Inferno,0,0,2010-2019,121,220021259,Crime,"Mystery & Suspense, Disaster & Apocalypse, Sequel","Sony Pictures, Imagine Entertainment",23,620,42,Ron Howard,"Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan, Sidse Babett Knudsen, Ben Foster, Ana Ularu, Ida Darvish",10/5/2016,750000000,343435740,2195193670,2538629410,1788629410,0,8,3,0,127
The 355,0,0,2020-2029,122,55700000,Action,Spy & Secret Agents/Espionage,Universal Pictures,,,,Simon Kinberg,"Jessica Chastain, Lupita Nyong'o, Penélope Cruz, Diane Kruger, Fan Bingbing, Sebastian Stan, Edgar Ramírez, Jason Flemyng",1/6/2022,750000000,145704550,189027980,334732530,-415267470,0,8,0,0,
Arrival,1,0,2010-2019,116,203388186,Sci-Fi,Alien Invasion,Paramount Pictures,94,790,81,Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Tzi Ma, Mark O'Brien, Julia Scarlett Dan, Abigail Pniowsky",11/9/2016,470000000,1005461390,2022413530,3027874920,2557874920,0,8,0,1,254
Cast Away,0,0,2000-2009,143,429632142,"Adventure, Romance",Romantic Drama,20th Century Studios,88,780,73,Robert Zemeckis,"Tom Hanks, Helen Hunt, Chris Noth, Paul Sanchez, Lari White, Leonid Citer, David Allen Brooks, Semion Sudarikov",12/22/2000,850000000,2336321420,4272305160,6608626580,5758626580,0,8,2,0,239
Safe House,0,0,2010-2019,115,208076205,"Action, Thriller",Action Thriller,"Universal Pictures, Relativity Media",53,670,52,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Joel Kinnaman, Brendan Gleeson, Sam Shepard, Nora Arnezeder, Liam Cunningham",2/8/2012,850000000,1261816300,2078844010,3340660310,2490660310,0,8,0,0,172
London Has Fallen,0,0,2010-2019,99,205754447,"Action, Thriller","Action Thriller, Sequel",Focus Features,28,590,28,Babak Najafi,"Gerard Butler, Aaron Eckhart, Angela Bassett, Morgan Freeman, Melissa Leo, Robert Forster, Shivani Ghai, Sean O'Bryan",3/2/2016,600000000,625242600,1951940850,2577183450,1977183450,0,8,0,0,115
The Croods: A New Age,0,0,2020-2029,95,,Animation,"Kids & Family, Sequel","DreamWorks Pictures, DreamWorks Animation, Universal Pictures",72,740,55,Joel Crawford,"Nicolas Cage, Emma Stone, Ryan Reynolds, Peter Dinklage, Leslie Mann, Kelly Marie Tran, Catherine Keener, Clark Duke",11/25/2020,650000000,585688150,2147662380,2733350530,2083350530,0,8,0,0,201
Ocean's Thirteen,0,0,2000-2009,122,311312624,Crime,"Heist, Crime Comedy, Sequel",Warner Bros,70,690,62,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Andy García, Don Cheadle, Bernie Mac, Ellen Barkin, Al Pacino",6/8/2007,850000000,1171444650,3117444650,4288889300,3438889300,0,8,3,0,201
The Green Mile,1,0,1990-1999,189,286801374,Drama,Melodrama,Warner Bros,78,860,61,Frank Darabont,"Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell, Michael Jeter, Graham Greene, Doug Hutchison",12/10/1999,600000000,1368013740,2907013740,4275027480,3675027480,0,8,0,1,225
Man of Steel,0,0,2010-2019,143,668045518,Comic Book,Reboot,"DC, Syncopy, Legendary Pictures, Warner Bros",56,700,55,Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon, Kevin Costner, Russell Crowe, Diane Lane, Laurence Fishburne, Antje Traue",6/14/2013,2250000000,2910455180,6679995180,9590450360,7340450360,0,8,0,0,181
2 Guns,0,0,2010-2019,109,131940411,Action,Action Comedy,Universal Pictures,65,670,55,Baltasar Kormákur,"Mark Wahlberg, Denzel Washington, Paula Patton, Bill Paxton, Fred Ward, James Marsden, Edward James Olmos, Robert John Burke",8/2/2013,610000000,756124600,1324930150,2081054750,1471054750,0,8,0,0,187
Machete,0,0,2010-2019,105,44093316,"Action, Thriller",Action Thriller,20th Century Studios,72,660,60,Robert Rodriguez,"Danny Trejo, Michelle Rodriguez, Jessica Alba, Robert De Niro, Steven Seagal, Cheech Marin, Lindsay Lohan, Don Johnson",9/3/2010,125000000,265936460,463709700,729646160,604646160,0,8,0,0,198
Ronin,0,0,1990-1999,122,70692101,"Action, Thriller",Action Thriller,"MGM Studios, United Artists",68,730,67,John Frankenheimer,"Robert De Niro, Jean Reno, Natascha McElhone, Stellan Skarsgård, Sean Bean, Jonathan Pryce, Skipp Sudduth, Katarina Witt",9/25/1998,550000000,416108840,706921010,1123029850,573029850,0,8,0,0,208
Avengers: Endgame,0,0,2010-2019,181,2797800564,Comic Book,Sequel,Marvel,94,840,78,Anthony Russo & Joe Russo,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Don Cheadle, Paul Rudd, Chadwick Boseman, Josh Brolin",4/23/2019,4000000000,8583730000,27482427810,36066157810,32066157810,0,8,0,0,256
Elvis,0,0,2020-2029,159,286000000,Drama,"BioPic & True Story, Dance & Music","Warner Bros, Roadshow Entertainment",,,,Baz Luhrmann,"Austin Butler, Tom Hanks, Richard Roxburgh, Helen Thomson, Olivia DeJonge, Dacre Montgomery, Kelvin Harrison Jr., Yola",6/22/2022,850000000,1514161530,2799386340,4313547870,3463547870,0,8,0,0,
Limitless,0,0,2010-2019,105,161849455,"Sci-Fi, Thriller",Sci-Fi Thriller,"Rogue Pictures, Relativity Media, Virgin Produced",69,740,59,Neil Burger,"Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard, Anna Friel, Johnny Whitworth, Robert John Burke, Darren Goldstein",3/18/2011,270000000,792494550,1555649190,2348143740,2078143740,0,8,0,0,202
Ford v Ferrari,1,0,2010-2019,152,225508210,Drama,Fast Cars & Getaways,"20th Century Studios, Chernin",92,810,81,James Mangold,"Christian Bale, Matt Damon, Caitriona Balfe, Josh Lucas, Noah Jupe, Jon Bernthal, Tracy Letts, Remo Girone",11/14/2019,976000000,1176243570,2243907060,3420150630,2444150630,0,8,0,1,254
Awakenings,1,0,1990-1999,120,52096475,Drama,BioPic & True Story,Columbia Pictures,88,780,74,Penny Marshall,"Robert De Niro, Robin Williams, John Heard, Julie Kavner, Penelope Ann Miller, Ruth Nelson, Max von Sydow, Anne Meara",12/19/1990,290000000,516365040,516365040,1032730080,742730080,0,8,0,1,240
Meet the Parents,0,0,2000-2009,108,330444045,Comedy,Family Comedy,Universal Pictures,84,700,73,Jay Roach,"Ben Stiller, Robert De Niro, Teri Polo, Blythe Danner, Owen Wilson, Nicole DeHuff, Jon Abrahams, James Rebhorn",10/6/2000,550000000,1662250400,3304250400,4966500800,4416500800,0,8,0,0,227
Gigli,0,0,2000-2009,121,7266209,"Crime, Romance",,Sony Pictures,6,250,18,Martin Brest,"Ben Affleck, Jennifer Lopez, Justin Bartha, Lainie Kazan, Lenny Venito, Missy Crider, Al Pacino, Christopher Walken",8/1/2003,540000000,60875420,71260020,132135440,-407864560,0,8,0,0,49
Vice,1,1,2010-2019,132,76073488,Dramedy,Political,"Annapurna Pictures, Gary Sanchez",66,720,61,Adam McKay,"Henry Kissinger, Christian Bale, Amy Adams, Shea Whigham, Eddie Marsan, Stefania LaVie Owen, Adam Bartley, Alfred Molina",12/21/2018,600000000,478362820,708937820,1187300640,587300640,0,8,1,2,199
The Godfather Part III,1,1,1990-1999,170,136766062,Drama,"Gangster & Mob/Mafia, Sequel",Paramount Pictures,69,760,60,Francis Ford Coppola,"Al Pacino, Diane Keaton, Talia Shire, Andy García, Eli Wallach, Joe Mantegna, George Hamilton, Bridget Fonda",12/25/1990,540000000,666660620,667869660,1334530280,794530280,0,8,4,2,205
News of the World,0,0,2020-2029,118,,"Adventure, Western",Action Adventure,Universal Pictures,85,720,71,Paul Greengrass,"Tom Hanks, Helena Zengel, Fred Hechinger, Michael Angelo Covino, Thomas Francis Murphy, Elizabeth Marvel, Mare Winningham, Neil Sandilands",12/25/2020,380000000,126683250,126683250,253366500,-126633500,0,8,1,0,228
Once Upon a Time in America,0,0,1980-1989,229,5472914,Crime,Gangster & Mob/Mafia,Warner Bros,,,,Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern, Joe Pesci, Tuesday Weld, Burt Young, Treat Williams, Danny Aiello",6/1/1984,300000000,53215080,55775560,108990640,-191009360,0,8,0,0,
Big Eyes,0,0,2010-2019,105,28883511,Drama,BioPic & True Story,Lantern Entertainment,72,700,62,Tim Burton,"Brittney Irvin, Amy Adams, Christoph Waltz, Danny Huston, Krysten Ritter, Terence Stamp, Jon Polito, Stephanie Bennett",12/25/2014,100000000,144820310,273178720,417999030,317999030,0,8,0,0,204
Skyfall,0,0,2010-2019,143,1108569499,Action,"Spy & Secret Agents/Espionage, Sequel",MGM Studios,92,770,81,Sam Mendes,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris, Bérénice Marlohe, Albert Finney, Ben Whishaw",10/26/2012,2000000000,3043602770,11105269810,14148872580,12148872580,0,8,2,0,250
Cats,0,0,2010-2019,110,73515024,Comedy,Kids & Family,"Universal Pictures, Amblin, Working Title",20,270,32,Tom Hooper,"Francesca Hayward, James Corden, Judi Dench, Jason Derulo, Idris Elba, Jennifer Hudson, Ian McKellen, Taylor Swift",12/17/2019,1000000000,271667700,753239460,1024907160,24907160,0,8,0,0,79
The Pledge,0,0,2000-2009,123,29400000,"Crime, Mystery, Thriller","Crime Thriller, Police & Detectives",Warner Bros,78,680,71,Sean Penn,"Jack Nicholson, Patricia Clarkson, Beau Daniels, Benicio del Toro, Dale Dickey, Wendy Donaldson, Adrien Dorval, Aaron Eckhart",1/19/2001,450000000,197199300,294061320,491260620,41260620,0,7,0,0,217
Her,1,1,2010-2019,126,47351251,"Sci-Fi, Drama, Romance",Romantic Drama,Annapurna Pictures,95,800,90,Spike Jonze,"Soko, Brian Cox, Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde, Chris Pratt",1/10/2014,230000000,255682510,480388090,736070600,506070600,0,7,1,2,265
Danny Collins,0,0,2010-2019,107,10835752,Dramedy,BioPic & True Story,Bleecker Street,77,700,58,Dan Fogelman,"Al Pacino, Annette Bening, Jennifer Garner, Bobby Cannavale, Christopher Plummer, Josh Peck, Katarina Čas, Nick Offerman",3/20/2015,100000000,56370660,92718250,149088910,49088910,0,7,0,0,205
Baby Driver,0,0,2010-2019,113,226945087,Drama,Heist,"Sony Pictures, Working Title",92,760,86,Edgar Wright,"Ansel Elgort, Kevin Spacey, Lily James, Jon Bernthal, Jon Hamm, Jamie Foxx, Eiza González, Flea",6/28/2017,340000000,1078258620,2269779910,3348038530,3008038530,0,7,0,0,254
Goodfellas,1,1,1990-1999,145,46836394,Drama,Gangster & Mob/Mafia,Warner Bros,96,870,90,Martin Scorsese,"Ray Liotta, Robert De Niro, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr",9/19/1990,250000000,467438090,471034830,938472920,688472920,0,7,2,2,273
Kung Fu Panda 3,0,0,2010-2019,95,521170825,Animation,"Kids & Family, Martial Arts/Samurai & Wuxia, Sequel","DreamWorks Pictures, DreamWorks Animation",87,710,66,Jennifer Yuh Nelson,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie, J.K. Simmons, Jackie Chan, Seth Rogen, Lucy Liu",1/23/2016,1400000000,1435286190,5201892250,6637178440,5237178440,0,7,0,0,224
Horrible Bosses,0,0,2010-2019,98,209838559,Comedy,Buddies & Screwballs,Warner Bros,69,690,57,Seth Gordon,"Jason Bateman, Charlie Day, Jason Sudeikis, Jennifer Aniston, Colin Farrell, Kevin Spacey, Jamie Foxx, Donald Sutherland",7/8/2011,350000000,1175385590,2124176010,3299561600,2949561600,0,7,0,0,195
The Ladykillers,0,0,2000-2009,104,,Comedy,Heist,"Disney, Buena Vista Pictures",54,620,56,Coen Brothers,"Tom Hanks, Irma P. Hall, Marlon Wayans, J.K. Simmons, Tzi Ma, Ryan Hurst, Diane Delano, George Wallace",3/26/2004,350000000,396921390,773921390,1170842780,820842780,0,7,0,0,172
Prisoners,0,0,2010-2019,153,122126687,"Crime, Thriller","Mystery & Suspense, Crime Thriller, Police & Detectives",Warner Bros,81,810,70,Denis Villeneuve,"Jake Gyllenhaal, Hugh Jackman, Paul Dano, Maria Bello, Melissa Leo, Terrence Howard, Viola Davis, Dylan Minnette",9/19/2013,460000000,610023020,1133105470,1743128490,1283128490,0,7,0,0,232
House with a Clock in Its Walls,0,0,2010-2019,105,131457147,Fantasy,Kids & Family,"Universal Pictures, Amblin",65,600,57,Eli Roth,"Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan, Renée Elise Goldsberry, Colleen Camp, Sunny Suljic, Lorenza Izzo",9/19/2018,400000000,685496950,1314571470,2000068420,1600068420,0,7,0,0,182
Rio 2,0,0,2010-2019,101,500188435,"Animation, Comedy","Kids & Family, Sequel","Blue Sky Animation, 20th Century Studios",48,630,49,Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, Will.i.am, Jamie Foxx, Leslie Mann, George Lopez, Andy García, Bruno Mars",3/20/2014,1300000000,1315384350,4928462910,6243847260,4943847260,0,7,0,0,160
A Hologram for the King,0,0,2010-2019,97,4212494,Dramedy,,"Lionsgate, Roadside Attractions, Saban Films",70,610,58,Tom Tykwer,"Tom Hanks, Sarita Choudhury, Sidse Babett Knudsen, Ben Whishaw, Tom Skerritt, Tracey Fairaway, David Menkin, Alexander Black",4/22/2016,350000000,42124940,118460100,160585040,-189414960,0,7,0,0,189
Angels and Demons,0,0,2000-2009,138,356613439,Mystery,"Mystery & Suspense, Sequel","Sony Pictures, Imagine Entertainment",36,670,48,Ron Howard,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård, Pierfrancesco Favino, David Pasquesi, Bob Yerkes, Steve Franken",5/15/2009,1500000000,1333758460,4908758460,6242516920,4742516920,0,7,3,0,151
Flight,0,0,2010-2019,138,161772375,"Drama, Thriller",Action Thriller,Paramount Pictures,77,730,76,Robert Zemeckis,"Denzel Washington, Don Cheadle, Bruce Greenwood, Kelly Reilly, John Goodman, Brian Geraghty, Nadine Velázquez, Tamara Tunie",11/2/2012,310000000,937723750,1605584380,2543308130,2233308130,0,7,2,0,226
Cloud Atlas,0,0,2010-2019,172,130482868,Drama,Dystopian,Warner Bros,67,740,55,Tom Tykwer,"Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving, Jim Broadbent, Jim Sturgess, Bae Doo-na, Ben Whishaw",10/26/2012,1020000000,271082720,1306731540,1577814260,557814260,0,7,0,0,196
Widows,0,0,2010-2019,129,73866088,"Drama, Thriller, Crime","Heist, Crime Thriller",20th Century Studios,91,690,84,Steve McQueen,"Viola Davis, Michelle Rodriguez, Elizabeth Debicki, Robert Duvall, Colin Farrell, Liam Neeson, Cynthia Erivo, Lukas Haas",11/6/2018,400000000,424026320,759847000,1183873320,783873320,0,7,1,0,244
Snowpiercer,0,0,2010-2019,127,86758912,"Sci-Fi, Action","Social Commentary, Dystopian, Action Thriller",RADiUS-TWC,94,710,84,Bong Joon-ho,"Chris Evans, Song Kang-ho, Ed Harris, John Hurt, Tilda Swinton, Jamie Bell, Octavia Spencer, Ewen Bremner",8/1/2013,400000000,45630290,828259560,873889850,473889850,0,7,0,0,249
Angel Has Fallen,0,0,2010-2019,122,133365452,"Action, Thriller","Action Thriller, Sequel",Focus Features,39,640,45,Ric Roman Waugh,"Gerard Butler, Morgan Freeman, Jada Pinkett Smith, Nick Nolte, Danny Huston, Tim Blake Nelson, Lance Reddick, Frederick Schmidt",8/22/2019,400000000,690304360,1333455830,2023760190,1623760190,0,7,0,0,148
The Master,0,0,2010-2019,137,28258060,Drama,Melodrama,Annapurna Pictures,85,720,86,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Jesse Plemons, Ambyr Childers, Rami Malek, Madisen Beaty",9/14/2012,375000000,162471590,290443380,452914970,77914970,0,7,1,0,243
Truth,0,0,2010-2019,125,5383097,Drama,Political,Sony Pictures,63,680,66,James Vanderbilt,"Cate Blanchett, Robert Redford, Dennis Quaid, Elisabeth Moss, Bruce Greenwood, Stacy Keach, John Benjamin Hickey, Topher Grace",10/16/2015,96000000,25418540,68425800,93844340,-2155660,0,7,0,0,197
